network_name,feature,lr,test_mse_loss,test_mae,test_mape,val_loss,val_mae,val_mape
CNN,flair_nonprocessed_data_score,9.746153846153844e-05,269452.0816350522,401.7954250466566,0.021611020782839812,1105982.3652146466,779.0771284007063,0.017983784579267404
GRU,flair_nonprocessed_data_score,7.715384615384615e-05,649888.738159519,665.7451891577986,0.03751842593055294,383533.561395202,458.6220763235381,0.010955999755874427
LSTM,flair_nonprocessed_data_score,0.0008984615384615,783355.9295400404,707.5225155356576,0.040321659926310885,299732.1892755682,392.76669496478456,0.009396706853588723
RNN,flair_nonprocessed_data_score,2.6384615384615384e-05,1330330.4942346255,965.5268424396443,0.05390869528442749,551511.848169192,563.8470098322088,0.0137633059192637
LSTM_GRU,flair_nonprocessed_data_score,2.6384615384615384e-05,567099.7143085412,582.6404550011912,0.03344045833779471,167222.1739859533,277.4279475356593,0.006783069983933761
RNN_GRU,flair_nonprocessed_data_score,8.984615384615384e-05,3463017.3208917137,1594.124109057338,0.08956365389374424,638994.6818181818,610.888880565913,0.014959878786796272
CNN,textblob_nonprocessed_data_polarity_score,8.223076923076923e-05,869197.1439073313,752.0824494222522,0.04233419062236763,1063981.824337121,763.1981623485835,0.01763785206195381
GRU,textblob_nonprocessed_data_polarity_score,7.461538461538462e-05,860062.7455350447,753.6775072962993,0.042787753451311444,375581.7155145202,453.27597092137194,0.010877091117730045
LSTM,textblob_nonprocessed_data_polarity_score,0.0007461538461538,598961.6904321692,612.2811501101891,0.034114685693277656,318186.7707149621,410.652208578707,0.009866853268120927
RNN,textblob_nonprocessed_data_polarity_score,1.876923076923077e-05,1593277.8983532179,1052.393892203383,0.05876112824196133,644368.6268939395,614.4365900213069,0.015079812664124701
LSTM_GRU,textblob_nonprocessed_data_polarity_score,3.4e-05,622711.5371554204,586.7576884132783,0.03419031075245388,167981.26688762626,276.76552705090455,0.006730204269365229
RNN_GRU,textblob_nonprocessed_data_polarity_score,0.0001,3552329.8774799313,1654.6025415442343,0.09192128024085305,710635.8623737374,653.7033241349037,0.016036464973832622
CNN,textblob_nonprocessed_data_subjectivity_score,8.615384615384615e-06,417223.8395000298,506.04248605265246,0.027080061894000106,1054718.9071969697,779.2444137419113,0.018409779897392398
GRU,textblob_nonprocessed_data_subjectivity_score,6.192307692307693e-05,640301.562854384,655.0295090632942,0.03697061742238199,390449.87926136365,465.1828526968908,0.01108815972552155
LSTM,textblob_nonprocessed_data_subjectivity_score,0.0003907692307692,861010.7368425226,732.2611243746029,0.04197294627387447,312220.6150173611,407.9833908851701,0.009733272951585476
RNN,textblob_nonprocessed_data_subjectivity_score,0.0001,1912036.4868571223,1182.05316247419,0.06607610286440371,534703.7127525252,553.0026291355942,0.01349904891479798
LSTM_GRU,textblob_nonprocessed_data_subjectivity_score,2.384615384615385e-05,851749.7796792608,703.6200005459816,0.0408412483952186,171113.21012863005,280.45086500379773,0.006910000001127371
RNN_GRU,textblob_nonprocessed_data_subjectivity_score,0.0001,3533048.3902355614,1625.817657044155,0.0909270936795324,609291.663510101,594.8459636033183,0.01455879807848521
CNN,vader_nonprocessed_data_score,8.615384615384615e-06,632654.6033922363,641.5311166067742,0.03510611408040711,1058737.9971590908,776.941188311336,0.01828014264541744
GRU,vader_nonprocessed_data_score,5.430769230769231e-05,613684.1382714917,645.9038365132624,0.03603600576164803,419229.49913194444,483.51765210700756,0.011605491099709814
LSTM,vader_nonprocessed_data_score,0.0002892307692307,707781.8400601456,649.9264128514136,0.03675081496117483,348415.8326231061,437.47037452158304,0.010533109735321216
RNN,vader_nonprocessed_data_score,2.6384615384615384e-05,1380294.6150705419,986.1083810653589,0.05469295145786075,607262.1147411616,599.690745652324,0.014704112179878385
LSTM_GRU,vader_nonprocessed_data_score,2.8923076923076925e-05,1036871.4447981024,783.7194225500318,0.04525322542843714,173317.74883601643,283.03633587769787,0.006984269754453139
RNN_GRU,vader_nonprocessed_data_score,0.0001,4069740.921526961,1768.367575891439,0.09833561626769673,681472.1579861111,633.6810652607619,0.015446136197583242
CNN,bert_nonprocessed_data_sentiment_score,6.446153846153846e-05,302426.6036367647,432.4137032689406,0.022846278671342098,1072298.4684343433,778.2777336968315,0.018159618610610263
GRU,bert_nonprocessed_data_sentiment_score,7.461538461538462e-05,909323.1364298024,782.2958810653589,0.04430135530762829,372781.6822916667,456.0326157386857,0.010926322047269404
LSTM,bert_nonprocessed_data_sentiment_score,0.0008223076923076,516731.45119110844,574.0128429756988,0.03181954536952665,296776.8037405303,387.1990747933436,0.009176982594936184
