network_name,feature,lr,test_mse_loss,test_mae,test_mape,val_loss,val_mae,val_mape
CNN,textblob_nonprocessed_data_subjectivity_score,1.876923076923077e-05,424380.140520016,510.3832840472245,0.027774617403495686,2201313.0951867816,1109.1037146908113,0.02531109793090272
GRU,textblob_nonprocessed_data_subjectivity_score,0.0001,838248.7374780168,722.9380432393127,0.04017026557551474,791081.7995689656,660.1275687382139,0.01584434573506487
LSTM,textblob_nonprocessed_data_subjectivity_score,0.0002892307692307,969233.458999876,771.1507686378292,0.042814932173604485,736274.860003592,629.0127602062006,0.01510339636548326
RNN,textblob_nonprocessed_data_subjectivity_score,7.969230769230769e-05,1191748.6720296575,888.1826392059546,0.049081886131759914,906577.491020115,714.0534464518229,0.01700320453436553
LSTM_GRU,textblob_nonprocessed_data_subjectivity_score,9.746153846153844e-05,486490.3961396541,515.0305427672371,0.029295131333913482,508563.2761314655,501.88955644629465,0.011989531259791091
RNN_GRU,textblob_nonprocessed_data_subjectivity_score,8.984615384615384e-05,2782280.220777107,1355.7150843676723,0.07574277281294836,1073297.1906878592,780.7927465329225,0.01852608548113327
CNN,vader_nonprocessed_data_score,1.876923076923077e-05,534948.4648606601,576.0402777425483,0.029792897483202244,2736072.932112069,1245.452809300916,0.028684851381627994
GRU,vader_nonprocessed_data_score,9.238461538461538e-05,390896.23709841864,485.6817123170883,0.026726777522275723,829931.0708512932,666.3948285333041,0.015849258258253677
LSTM,vader_nonprocessed_data_score,0.0002638461538461,1794688.877478045,987.7951022501803,0.05616864710804317,778599.2319953304,642.111554726787,0.015349716151497144
RNN,vader_nonprocessed_data_score,9.238461538461538e-05,1064991.8610568577,842.8712639086174,0.04633099902192773,979078.5005387932,741.8835849104256,0.017733048990197564
LSTM_GRU,vader_nonprocessed_data_score,9.746153846153844e-05,973656.1188767558,752.293570118033,0.04216683241266564,587696.0097880748,539.9834293058549,0.013204342369846571
RNN_GRU,vader_nonprocessed_data_score,8.223076923076923e-05,2098770.287453215,1186.1215644164863,0.06531379704379099,1177360.42420977,831.1626123888739,0.020025354253406496
CNN,bert_nonprocessed_data_sentiment_score,2.1307692307692308e-05,553994.3366082702,586.5357326050686,0.0316981770948898,2439873.4148706896,1166.907688535493,0.026725122019991106
GRU,bert_nonprocessed_data_sentiment_score,0.0001,658168.8242238583,627.1219600440792,0.03475380449573957,787527.7537715518,656.3545398931394,0.015694631616873986
LSTM,bert_nonprocessed_data_sentiment_score,0.0002638461538461,1453769.9705565702,903.986082046751,0.05082272542882469,761006.3333333334,639.1005234992367,0.015338328099627605
RNN,bert_nonprocessed_data_sentiment_score,9.492307692307692e-05,1104582.4401887176,845.4839119078621,0.046747861130023306,967386.1907327586,737.1963101091056,0.0175710484792275
LSTM_GRU,bert_nonprocessed_data_sentiment_score,6.7e-05,1133288.895496539,814.0224507209371,0.04544936996648789,591043.6171650502,545.9944686889648,0.013399674658845553
RNN_GRU,bert_nonprocessed_data_sentiment_score,8.476923076923077e-05,2373448.1967340116,1260.2059630907288,0.0698462562125867,1182390.1343390804,825.675711094648,0.01977803761503477
CNN,roberta_nonprocessed_data_sentiment_score,2.384615384615385e-05,363644.51536007394,479.197964050381,0.02493492444818584,2558598.6012931033,1198.9873860677083,0.027330615461386484
GRU,roberta_nonprocessed_data_sentiment_score,9.492307692307692e-05,427286.59429112554,515.6679254176813,0.028228329837961932,810093.686242816,667.2233199196301,0.01595631853045746
LSTM,roberta_nonprocessed_data_sentiment_score,0.0003146153846153,1516998.7682862384,926.1341515743371,0.052265772018796654,751985.143363865,631.3223426204988,0.0150740054361094
RNN,roberta_nonprocessed_data_sentiment_score,8.73076923076923e-05,1469506.7017281493,984.0118860902552,0.054369341459429,977413.5957255748,744.6826736625584,0.01787236816752916
LSTM_GRU,roberta_nonprocessed_data_sentiment_score,9.238461538461538e-05,763507.8909549245,660.497943476337,0.036966665903768875,575837.4914242098,541.1661480432269,0.013117070058253646
RNN_GRU,roberta_nonprocessed_data_sentiment_score,7.969230769230769e-05,2167015.954399076,1187.2730034722222,0.06587189474411195,1169460.395474138,827.0771273908944,0.01982505198825022
