network_name,feature,lr,test_mse_loss,test_mae,test_mape,val_loss,val_mae,val_mape
CNN,flair_nonprocessed_data_score,3.538461538461538e-06,653961.4285342897,636.7925398374174,0.031784948770516255,3812664.434121622,1479.0823141561973,0.03403141445203407
GRU,flair_nonprocessed_data_score,9.746153846153844e-05,513148.90309658635,527.1183977875693,0.028422733126947205,1159335.98828125,807.387130324905,0.019207403365824674
LSTM,flair_nonprocessed_data_score,0.000466923076923,671720.4632047581,593.5796831671288,0.03192402024391034,1107256.7132601351,784.5330488875105,0.01857574627659208
RNN,flair_nonprocessed_data_score,7.715384615384615e-05,719273.4573395505,668.3600715923635,0.03547847806754182,1229198.2523226351,839.2864713926573,0.019934197535385955
LSTM_GRU,flair_nonprocessed_data_score,8.73076923076923e-05,224102.9100144943,346.8900713090604,0.018615009180316226,701881.6441485431,614.8786604597761,0.013983511214924825
RNN_GRU,flair_nonprocessed_data_score,2.384615384615385e-05,1214055.91149944,862.9954767324818,0.04638199779998079,1472952.9896537163,922.6541360391153,0.02188503002194134
CNN,textblob_nonprocessed_data_polarity_score,9.746153846153844e-05,1188334.698765465,885.7031399984002,0.046143070795436614,3558103.353885135,1418.6405070536846,0.03225564563999305
GRU,textblob_nonprocessed_data_polarity_score,0.0001,306328.7599676868,423.04626089883743,0.0223165037199448,1163668.3502956082,803.1468503797377,0.019098987985352003
LSTM,textblob_nonprocessed_data_polarity_score,0.0004161538461538,995581.5577546728,757.7468865820979,0.04075792404217487,1100009.868876689,778.5029498950855,0.018616943783756043
RNN,textblob_nonprocessed_data_polarity_score,9.746153846153844e-05,702376.4334720963,649.0542625453285,0.034592402242314794,1323493.558277027,863.0064020930109,0.02030591159505216
LSTM_GRU,textblob_nonprocessed_data_polarity_score,8.615384615384615e-06,269605.4355986403,370.16189023170864,0.01986564610202307,800493.8628589527,662.4625945220123,0.015336977789883275
RNN_GRU,textblob_nonprocessed_data_polarity_score,9.238461538461538e-05,1672608.2068716837,1030.224653536956,0.05503344076324839,1497735.756123311,921.9724112845756,0.021913278407442408
CNN,textblob_nonprocessed_data_subjectivity_score,3.538461538461538e-06,667702.4304740827,653.6978922248294,0.03343996851873479,3501246.819256757,1409.7730568550728,0.032238277682178726
GRU,textblob_nonprocessed_data_subjectivity_score,0.0001,496920.96495311335,528.053064756426,0.028300683715963997,1084112.6570945946,770.609842455065,0.018366522073896753
LSTM,textblob_nonprocessed_data_subjectivity_score,0.0003653846153846,1054554.3471429714,781.2002090610334,0.041936781394069714,1028030.1478040541,754.9699467839422,0.018068115982050832
RNN,textblob_nonprocessed_data_subjectivity_score,9.492307692307692e-05,872914.7939036503,741.4405209277677,0.03949470206723253,1016760.034839527,761.5609881426838,0.018148124595550267
LSTM_GRU,textblob_nonprocessed_data_subjectivity_score,1.3692307692307692e-05,291284.16141788627,416.0546929160889,0.022116514576305778,489677.4193940034,491.0438157158929,0.011700204677401564
RNN_GRU,textblob_nonprocessed_data_subjectivity_score,4.9230769230769225e-05,1681442.6950616934,1005.7906648290849,0.05446213548057379,1406571.152027027,904.5188202729096,0.021462732158299233
CNN,vader_nonprocessed_data_score,6.076923076923077e-06,427935.37591323594,520.9622206964591,0.02619765408070116,3718226.0675675673,1449.0452394227723,0.03310332339055635
GRU,vader_nonprocessed_data_score,8.73076923076923e-05,302398.39253880625,430.59152315419686,0.022678117342483976,1166064.8849239864,803.6272438667916,0.01915616766121742
LSTM,vader_nonprocessed_data_score,0.0003653846153846,316204.6408274784,416.13204966470244,0.021753941074175817,1072694.2105152027,771.3172052744272,0.018392349857635593
RNN,vader_nonprocessed_data_score,8.73076923076923e-05,752293.6798466496,683.5115654330205,0.03604782904568208,1341422.3559966215,876.5114651241818,0.020948172773461084
LSTM_GRU,vader_nonprocessed_data_score,8.615384615384615e-06,282610.92567256367,372.9120148017545,0.02034641307148504,829889.6393581082,681.0687424943254,0.01577827155061469
RNN_GRU,vader_nonprocessed_data_score,9.492307692307692e-05,1682973.1905246773,1048.1736414782424,0.055708590103869575,1439814.4674831082,920.0083783123944,0.02206628117710352
CNN,bert_nonprocessed_data_sentiment_score,3.538461538461538e-06,457298.57873826794,533.8113488727869,0.026996411386330584,3354496.1203547297,1374.4248232454868,0.03139554731849883
GRU,bert_nonprocessed_data_sentiment_score,5.938461538461538e-05,369745.8406099183,459.4432664682434,0.024368260699839238,1134852.925464527,796.0705438562342,0.01897436342630032
LSTM,bert_nonprocessed_data_sentiment_score,0.0003907692307692,895537.1952845863,685.4516205771384,0.03663882062930944,1068502.4618876688,770.1681757746516,0.01847726801359976
