network_name,feature,lr,test_mse_loss,test_mae,test_mape,val_loss,val_mae,val_mape
LSTM_GRU,vader_processed_data_score,1.1153846153846154e-05,524666.4564354208,554.0549287513868,0.030944248872229446,358114.05001148896,424.30455223532283,0.010305996085791027
RNN_GRU,vader_processed_data_score,9.238461538461538e-05,1956792.264065232,1152.8304927306767,0.0633882670387758,957297.2586397058,749.0361405316521,0.017960866825545534
CNN,bert_processed_data_sentiment_score,6.076923076923077e-06,498878.22911180125,559.5252642208302,0.02966106957237625,1283290.8205882353,856.8078232709099,0.02038610348587527
GRU,bert_processed_data_sentiment_score,9.746153846153844e-05,352070.5540229442,477.43124768860946,0.026097429314984377,614658.4212316177,582.4245844223921,0.013881022187278552
LSTM,bert_processed_data_sentiment_score,0.00034,1740028.535226946,963.7645400910687,0.05505724417601268,532024.4704044118,532.7810775756836,0.012783950556288746
RNN,bert_processed_data_sentiment_score,7.715384615384615e-05,881689.5145379241,761.9477394600592,0.04181422489331367,714044.1592830883,630.4094268798829,0.01518742120002999
LSTM_GRU,bert_processed_data_sentiment_score,7.207692307692308e-05,254913.19870808,361.6855728781435,0.0205628135862048,315460.6351792279,393.3169087129481,0.009466686839347377
RNN_GRU,bert_processed_data_sentiment_score,0.0001,1712276.839359983,1059.3342776326738,0.05885173147604539,980397.0605698529,753.1770698098576,0.017991596745217546
CNN,roberta_processed_data_sentiment_score,4.9230769230769225e-05,533561.5307163938,581.1631401107156,0.03120293703289102,1460176.6952205882,905.4945298138787,0.02094424715375199
GRU,roberta_processed_data_sentiment_score,7.715384615384615e-05,500550.91724445694,569.4233412883691,0.03133192299758146,575927.4331801471,562.4894480985754,0.013492398835061228
LSTM,roberta_processed_data_sentiment_score,0.00034,1655291.1390160555,971.6649451622596,0.05518707896933406,538827.8528952206,539.303040448357,0.012989643216133117
RNN,roberta_processed_data_sentiment_score,0.0001,1254271.9420111617,899.4042130870932,0.04989897055184943,747195.0231617647,656.1726548138787,0.01576540307963596
LSTM_GRU,roberta_processed_data_sentiment_score,2.1307692307692308e-05,371453.40354017395,431.9815811066938,0.024755419770544313,305140.28943014704,388.7952790204216,0.009248333596898353
RNN_GRU,roberta_processed_data_sentiment_score,9.746153846153844e-05,2368145.7542333123,1268.0423360068417,0.07032043758340882,968489.4477941176,741.5211562212776,0.017705512901439385
