network_name,feature,lr,test_mse_loss,test_mae,test_mape,val_loss,val_mae,val_mape
RNN_GRU,textblob_nonprocessed_data_subjectivity_score,3.653846153846154e-05,1413415.1181520456,925.6152010452219,0.049938460221949574,1127592.215477196,809.7418843862173,0.01916107127593981
CNN,vader_nonprocessed_data_score,3.4e-05,484094.00202936685,552.2229428860921,0.028704597300026603,2088091.9113175676,1084.4585579537056,0.024801572973563057
GRU,vader_nonprocessed_data_score,0.0001,258092.06115058664,406.73535822845565,0.02112271124487123,942070.1913006756,731.0409855198216,0.017427033329432882
LSTM,vader_nonprocessed_data_score,0.0004415384615384,732280.7359475667,738.6157809833618,0.037165265160590114,891739.9613597973,715.4357959644215,0.017263916428075045
RNN,vader_nonprocessed_data_score,6.953846153846154e-05,745640.7263739133,687.3625263305247,0.036032605988027946,1035975.3775337838,779.7882541965794,0.018690791547399114
LSTM_GRU,vader_nonprocessed_data_score,6.7e-05,548568.9984501426,578.8853588950512,0.030642233235621864,670197.6182960304,597.3302793760557,0.014522856428615144
RNN_GRU,vader_nonprocessed_data_score,5.938461538461538e-05,1443387.6198399027,983.2076395184514,0.051608396685571385,1249506.3984375,857.0471591433964,0.0205831200236807
CNN,bert_nonprocessed_data_sentiment_score,7.969230769230769e-05,1226288.697596371,845.3774580711391,0.045693942904611415,2626788.2149493243,1218.7110678183067,0.027699979273854074
GRU,bert_nonprocessed_data_sentiment_score,7.461538461538462e-05,500609.62694683985,541.8983308447099,0.02867916057074497,960432.8152449324,734.1220769108953,0.017492067949796044
LSTM,bert_nonprocessed_data_sentiment_score,0.0003907692307692,486233.408646385,503.0904970136519,0.026798507957427234,897657.7757601351,707.4978173745645,0.016841525740518764
RNN,bert_nonprocessed_data_sentiment_score,6.7e-05,645656.9517026517,625.5026780476749,0.03314351966716238,945654.7949746621,738.5731716671505,0.017429837919268255
LSTM_GRU,bert_nonprocessed_data_sentiment_score,9.492307692307692e-05,587897.7726365372,582.9449375399957,0.03068423560345124,635078.7814083615,581.2779427605707,0.014066350759585967
RNN_GRU,bert_nonprocessed_data_sentiment_score,0.0001,1755423.7178584284,1097.019097962884,0.05740704438084921,1194365.4769847973,837.6830609295819,0.019895010665562506
CNN,roberta_nonprocessed_data_sentiment_score,4.415384615384615e-05,1370082.9513527933,906.371310393558,0.04925666410015473,2284739.0274493243,1127.6700274493244,0.025718269265584043
GRU,roberta_nonprocessed_data_sentiment_score,7.207692307692308e-05,378448.6120698297,486.67271990987626,0.02547774088348273,922886.6116976351,726.5643203322952,0.017329173552728182
LSTM,roberta_nonprocessed_data_sentiment_score,0.0004415384615384,660657.3637520722,687.9687616654223,0.034095195522811976,941707.1454814189,735.3822052414353,0.017658506350189045
RNN,roberta_nonprocessed_data_sentiment_score,9.746153846153844e-05,855330.8213176044,732.4285442886093,0.03893783522134392,1136368.5971283785,811.6085906157623,0.019190565544507793
LSTM_GRU,roberta_nonprocessed_data_sentiment_score,8.984615384615384e-05,398368.70541790646,491.4660086257466,0.025659753554703273,611805.2728040541,581.3844037442594,0.014043443049681751
RNN_GRU,roberta_nonprocessed_data_sentiment_score,7.715384615384615e-05,1720653.0475344087,1061.447338950512,0.05586705357561431,1401695.4974662163,909.0778458054001,0.021745250497416064
