network_name,price_past,lr,test_mse_loss,test_mae,test_mape
LSTM,5,0.000543076923076923,732882.0846555749,780.4568679062127,0.04260690774974404
LSTM,5,0.0005684615384615384,138355.2898060515,274.88264682273,0.01414610341265188
LSTM,5,0.0005938461538461538,548954.5988351874,670.1354715035095,0.036429483600914
LSTM,5,0.0006192307692307693,1341157.3149878161,950.7067477318549,0.05472522788133559
LSTM,5,0.0006446153846153846,756356.7441666807,737.6488960293459,0.041840099229604216
LSTM,5,0.00067,2028689.2465803768,1156.2646647718786,0.06702193203708352
LSTM,5,0.0006953846153846154,736172.3465488119,807.1504384613949,0.04170345112997393
LSTM,5,0.0007207692307692308,2715507.2717083893,1559.9540548928464,0.08475399474232828
LSTM,5,0.0007461538461538462,807452.3665229314,836.6371492775538,0.04566398656576482
LSTM,5,0.0007715384615384615,946406.9906682204,859.4955092125896,0.048145281806573015
LSTM,5,0.0007969230769230769,839715.660450998,867.4294133157855,0.0444661575791525
LSTM,5,0.0008223076923076923,1375892.05496348,924.1432023316158,0.043219393256073727
LSTM,5,0.0008476923076923077,638116.549830251,702.141760239322,0.03431956019671093
LSTM,5,0.000873076923076923,738676.2394301302,809.4673300757916,0.04311658935446827
LSTM,5,0.0008984615384615384,539094.592897422,680.7703923051075,0.034948706514536354
LSTM,5,0.0009238461538461538,1134720.9483146896,857.3019713261649,0.04050972739854475
LSTM,5,0.0009492307692307692,669692.1438986757,772.1964080701165,0.03988044205554394
LSTM,5,0.0009746153846153845,2882659.0955577926,1635.0900805984916,0.08406834032658733
LSTM,5,0.001,3178561.4447429846,1659.184584313396,0.08295942448400041
RNN,5,1e-06,122131623.12066905,10894.530350442428,0.5859641132958616
RNN,5,3.538461538461538e-06,1566101.0478820163,1060.057661523671,0.06004422799999625
RNN,5,6.076923076923077e-06,1400020.157412407,1001.133040014561,0.056650384253074816
RNN,5,8.615384615384615e-06,1833117.4310765467,1149.504182767697,0.06493918573917913
RNN,5,1.1153846153846154e-05,1699691.2769855468,1122.0169935875897,0.0631889674428051
RNN,5,1.3692307692307692e-05,1783158.182810201,1149.5529642230435,0.0646691157774272
RNN,5,1.623076923076923e-05,1436645.6848769148,1048.6247188153375,0.05819714449891215
RNN,5,1.876923076923077e-05,1484948.0640759668,1050.6753787242383,0.058748518027217915
RNN,5,2.1307692307692308e-05,1375049.0568342493,1010.583397504107,0.056461556768356035
RNN,5,2.3846153846153846e-05,1660292.7804347577,1145.5368141894414,0.06345907727962559
RNN,5,2.6384615384615384e-05,1634433.8276356615,1122.5959399734916,0.06223080838364082
RNN,5,2.8923076923076925e-05,1560161.9396184012,1127.5581328871715,0.06162620479987351
RNN,5,3.146153846153846e-05,1760910.45804683,1182.5140884016578,0.06514318585189617
RNN,5,3.4e-05,1569439.2965837703,1130.5529338877689,0.06117985241510168
RNN,5,3.653846153846154e-05,1855094.3255929525,1226.9889217909947,0.06756382188751399
RNN,5,3.9076923076923075e-05,2191567.05920814,1356.8982963242981,0.07424228404094307
RNN,5,4.161538461538461e-05,2352992.1191587825,1440.4084329730435,0.07718419654959612
RNN,5,4.415384615384615e-05,1787679.9605956995,1201.984212822954,0.06597984351038699
RNN,5,4.669230769230769e-05,2062190.008825236,1348.0865010360662,0.07223313904776023
RNN,5,4.9230769230769225e-05,2183173.502961372,1363.776273848193,0.07407157474643636
RNN,5,5.176923076923076e-05,1682494.4526378126,1195.7327380619026,0.06243255384696988
RNN,5,5.430769230769231e-05,2051389.6390706818,1339.2181607956243,0.06857526393522695
RNN,5,5.6846153846153845e-05,1940416.7572406144,1300.5586719216697,0.06844029209719528
RNN,5,5.938461538461538e-05,1966662.9001867415,1279.9942141297042,0.06480496522634825
RNN,5,6.192307692307693e-05,1865095.0151193636,1272.184145618653,0.06581594132547898
RNN,5,6.446153846153846e-05,2032405.7074528036,1191.4711849891726,0.06785185865863777
RNN,5,6.7e-05,2408481.9767932594,1465.2651991394116,0.07596215059557371
RNN,5,6.953846153846154e-05,2825980.032931753,1409.4698245687723,0.08034061595024983
RNN,5,7.207692307692308e-05,2848536.042663834,1607.3097966603195,0.0839195419791211
RNN,5,7.461538461538462e-05,2403677.323730651,1337.6499810987902,0.06528489072307812
RNN,5,7.715384615384615e-05,2262235.180291252,1253.3756895441309,0.07156757908490981
RNN,5,7.969230769230769e-05,2212177.1205215817,1398.4359003976253,0.07192997225207351
RNN,5,8.223076923076923e-05,2654355.115674592,1356.1295187892026,0.07756774028289551
RNN,5,8.476923076923077e-05,2464120.4957398856,1320.4044987212515,0.07520383316618426
RNN,5,8.73076923076923e-05,1578724.524879943,1143.7240015027628,0.05795750636712506
RNN,5,8.984615384615384e-05,3079041.7069786964,1647.1469032351404,0.08424794789570024
RNN,5,9.238461538461538e-05,2604162.279048177,1361.0241503789575,0.07735496291381093
RNN,5,9.492307692307692e-05,2395982.1359386602,1392.653637666144,0.06919760746066528
RNN,5,9.746153846153845e-05,1846398.6683751405,1150.5566207903973,0.0648432482653198
RNN,5,0.0001,2502425.349230512,1327.4789694873805,0.0756592206403135
LSTM_GRU,5,1e-06,283898784.3632019,16658.339780745966,0.8938246466210523
LSTM_GRU,5,3.538461538461538e-06,63260169.88530466,7797.816330411813,0.4214138895308815
LSTM_GRU,5,6.076923076923077e-06,5872908.925025311,2020.4005201332886,0.1165256290414216
LSTM_GRU,5,8.615384615384615e-06,1746408.1422488124,1076.6561274921594,0.062340151663094076
LSTM_GRU,5,1.1153846153846154e-05,1231067.433467619,939.1473792656063,0.05366246763620556
LSTM_GRU,5,1.3692307692307692e-05,1378842.4605253895,982.1818261368728,0.05637616225821286
LSTM_GRU,5,1.623076923076923e-05,1772067.1847253432,1102.2446901601702,0.06348434088711442
LSTM_GRU,5,1.876923076923077e-05,1500997.082087436,1018.3826409890233,0.05857833580714036
LSTM_GRU,5,2.1307692307692308e-05,1545498.6343470565,1039.7879902647103,0.05968592148257493
LSTM_GRU,5,2.3846153846153846e-05,1786973.2794688097,1097.761498235887,0.06337509668378488
LSTM_GRU,5,2.6384615384615384e-05,1783503.999475732,1106.9267974817055,0.06370321823575555
LSTM_GRU,5,2.8923076923076925e-05,1956879.423742479,1154.7454112063172,0.06655567305421528
LSTM_GRU,5,3.146153846153846e-05,1613547.7239022932,1074.1168689796148,0.061435266843734904
LSTM_GRU,5,3.4e-05,1902972.597258765,1150.9026529364546,0.06611609651676888
LSTM_GRU,5,3.653846153846154e-05,1733989.6127180238,1120.753996089083,0.06395820989787065
LSTM_GRU,5,3.9076923076923075e-05,2411792.639088329,1295.9366471120818,0.07445567967998823
LSTM_GRU,5,4.161538461538461e-05,1958283.7233032081,1187.8547068679063,0.06785338249606505
LSTM_GRU,5,4.415384615384615e-05,1926621.3614336785,1181.1717944948477,0.06742182254309742
LSTM_GRU,5,4.669230769230769e-05,2128411.234599475,1211.11750135342,0.06969752236110387
LSTM_GRU,5,4.9230769230769225e-05,2488808.9003288425,1301.6413308785095,0.07505219203994132
LSTM_GRU,5,5.176923076923076e-05,1815248.476902824,1134.1867591192504,0.06496836575595334
LSTM_GRU,5,5.430769230769231e-05,2167462.1670143967,1256.105717265905,0.07163775546123383
LSTM_GRU,5,5.6846153846153845e-05,2271897.259856198,1265.1625469030018,0.07256421510736515
LSTM_GRU,5,5.938461538461538e-05,1781758.409900296,1136.2713105305406,0.06486841560552621
LSTM_GRU,5,6.192307692307693e-05,1975515.187257336,1176.5544809867831,0.0675173761857047
LSTM_GRU,5,6.446153846153846e-05,1756978.3008504887,1120.9024545904272,0.06411161658750777
LSTM_GRU,5,6.7e-05,1765612.2086670944,1126.954995286365,0.0644151530891441
LSTM_GRU,5,6.953846153846154e-05,1506018.6975660608,1049.3848531306003,0.05978319064612203
LSTM_GRU,5,7.207692307692308e-05,1736458.3564064638,1120.1101695508512,0.0639786667521796
LSTM_GRU,5,7.461538461538462e-05,2674358.567865552,1375.5132833501343,0.07882184913274003
LSTM_GRU,5,7.715384615384615e-05,1465237.0864258178,1032.02570447842,0.058858036262157354
LSTM_GRU,5,7.969230769230769e-05,1531427.2710377683,1050.827587132243,0.06001429418648516
LSTM_GRU,5,8.223076923076923e-05,2082755.8502289876,1256.5521498375897,0.07112748393682672
LSTM_GRU,5,8.476923076923077e-05,1745982.7130421556,1123.2367003154868,0.06413641750655084
LSTM_GRU,5,8.73076923076923e-05,1969412.394154575,1210.262429295475,0.0687727638576074
LSTM_GRU,5,8.984615384615384e-05,2146188.947053333,1284.24823005339,0.07252214351077502
LSTM_GRU,5,9.238461538461538e-05,2281444.3172728196,1182.9527014728942,0.06926234518684082
LSTM_GRU,5,9.492307692307692e-05,2498740.1426973515,1360.5934618148895,0.07733386563119928
LSTM_GRU,5,9.746153846153845e-05,1480621.380447807,1055.9215168104092,0.0598686145378773
LSTM_GRU,5,0.0001,1581131.0956649142,1084.7348195284499,0.06161595516286795
RNN_GRU,5,1e-06,182608391.99044207,13343.372165985289,0.7166788287487509
RNN_GRU,5,3.538461538461538e-06,5551283.9986821655,1965.2842100227747,0.11299226979966448
RNN_GRU,5,6.076923076923077e-06,3808172.5873107137,1635.8336261854092,0.0937643679759513
RNN_GRU,5,8.615384615384615e-06,4126160.3199131736,1730.368654093862,0.0986145112540442
RNN_GRU,5,1.1153846153846154e-05,3316651.5095467744,1548.5360954767773,0.08819406190163931
RNN_GRU,5,1.3692307692307692e-05,4451686.800509755,1807.6213679342145,0.10284149929944171
RNN_GRU,5,1.623076923076923e-05,3236254.25207139,1575.2687016969087,0.08872920234359452
RNN_GRU,5,1.876923076923077e-05,2934148.2888458143,1506.6291220971475,0.08448930367961772
RNN_GRU,5,2.1307692307692308e-05,2514473.8640086814,1432.4660396598715,0.07923287327355859
RNN_GRU,5,2.3846153846153846e-05,3089354.387558845,1579.0696229558691,0.08782916565416932
RNN_GRU,5,2.6384615384615384e-05,2253326.0496440055,1361.8773649846923,0.07478025636781484
RNN_GRU,5,2.8923076923076925e-05,1905184.7344377944,1256.2472406567354,0.06888284926865544
RNN_GRU,5,3.146153846153846e-05,2538516.656845275,1451.8713025966995,0.07985220355353916
RNN_GRU,5,3.4e-05,2156205.2482286724,1346.474064506795,0.07325005274394103
RNN_GRU,5,3.653846153846154e-05,1638757.7716900131,1189.3380318007019,0.06360376351505319
RNN_GRU,5,3.9076923076923075e-05,2698265.315916574,1523.2646811062575,0.08313746274813129
RNN_GRU,5,4.161538461538461e-05,2966443.0630824226,1591.7593700996863,0.08726936531753314
RNN_GRU,5,4.415384615384615e-05,3190379.5151563436,1518.7220390438322,0.08641410886961894
RNN_GRU,5,4.669230769230769e-05,2458922.401468781,1472.3841647532108,0.07833540926932316
RNN_GRU,5,4.9230769230769225e-05,2674357.0142383096,1521.9658226459826,0.08225569407269039
RNN_GRU,5,5.176923076923076e-05,1974585.7153122695,1314.8651678707438,0.06851858417422865
RNN_GRU,5,5.430769230769231e-05,2522516.690584208,1469.471448672715,0.07410742538855128
RNN_GRU,5,5.6846153846153845e-05,2994005.4203773327,1460.222897765457,0.08311890957496232
RNN_GRU,5,5.938461538461538e-05,2522542.2615405847,1448.750292852076,0.0727368995032049
RNN_GRU,5,6.192307692307693e-05,2521280.9209319814,1421.538554967518,0.0706262360652408
RNN_GRU,5,6.446153846153846e-05,2595584.054335609,1359.640469823402,0.07717928915096321
RNN_GRU,5,6.7e-05,2823627.2135498384,1427.0584199055406,0.08088767536814792
RNN_GRU,5,6.953846153846154e-05,1992410.8249471795,1288.0749246285095,0.06561907871530069
RNN_GRU,5,7.207692307692308e-05,2760368.08945389,1417.8792924413829,0.08035609385187681
RNN_GRU,5,7.461538461538462e-05,2835776.9174376456,1442.5285489938024,0.07034085460954091
RNN_GRU,5,7.715384615384615e-05,2515612.3736635162,1341.9078496023747,0.07605689039758186
RNN_GRU,5,7.969230769230769e-05,2655612.506129334,1242.1070473510304,0.057794918145318466
RNN_GRU,5,8.223076923076923e-05,2660235.6409964613,1392.789103335947,0.06780514004327337
RNN_GRU,5,8.476923076923077e-05,2710533.776155424,1454.7752541162633,0.07204376631683426
RNN_GRU,5,8.73076923076923e-05,1969674.0923909834,1148.1410228587963,0.055045446711981125
RNN_GRU,5,8.984615384615384e-05,2072187.476552104,1159.9869313302718,0.05532829295276019
RNN_GRU,5,9.238461538461538e-05,1762241.1066161033,1010.1671135285992,0.04732793464782772
RNN_GRU,5,9.492307692307692e-05,1753300.8079533593,1016.8920239228644,0.04765290638881051
RNN_GRU,5,9.746153846153845e-05,1244620.586201735,895.8372244156959,0.04339889346208079
RNN_GRU,5,0.0001,1610213.4938836957,1014.0957322935335,0.04869808377278371
CNN,15,1e-06,4129014.7817688673,1690.3604075660842,0.09412688070439311
CNN,15,3.538461538461538e-06,681886.2965610144,661.54116380115,0.03550064890300458
CNN,15,6.076923076923077e-06,797392.613702831,724.4806600955794,0.039638627664054064
CNN,15,8.615384615384615e-06,862510.8373569832,745.4094725395759,0.038959210798207765
CNN,15,1.1153846153846154e-05,865692.1299477535,732.5080668496117,0.03835668226850668
CNN,15,1.3692307692307692e-05,1056153.2956235379,808.8321584248058,0.042182130833521084
CNN,15,1.623076923076923e-05,938708.4945842647,773.6243022886798,0.03984508237194528
CNN,15,1.876923076923077e-05,2050803.4732412978,1142.2539260846027,0.06214009880295091
CNN,15,2.1307692307692308e-05,1552538.086426082,1006.5151233012247,0.04948908311773588
CNN,15,2.3846153846153846e-05,1113318.6401762832,834.2896132019116,0.04335438064287897
CNN,15,2.6384615384615384e-05,1370800.3704443218,944.8198446367235,0.0480630522037997
CNN,15,2.8923076923076925e-05,5401315.607003015,1972.77229526023,0.09558074337533501
CNN,15,3.146153846153846e-05,8122452.120701876,2392.663168776135,0.11519476904366482
CNN,15,3.4e-05,1557148.3462563655,1027.1408723491636,0.05188292100799009
CNN,15,3.653846153846154e-05,1767810.038954262,1077.7568277703106,0.05586541343832307
CNN,15,3.9076923076923075e-05,2030950.6183498523,1127.457082586619,0.05536894487694344
CNN,15,4.161538461538461e-05,7191666.179735519,2360.0578050328554,0.1160583245259762
CNN,15,4.415384615384615e-05,1524028.1940071718,985.4176793981482,0.049600723405745735
CNN,15,4.669230769230769e-05,6489350.479239192,2156.3929876512098,0.10412187382639769
CNN,15,4.9230769230769225e-05,6858843.823176594,2184.8157038717145,0.1043555099562171
CNN,15,5.176923076923076e-05,7368845.336056289,2266.119096288829,0.1080592323749599
CNN,15,5.430769230769231e-05,4458427.942787914,1787.9984529009857,0.08661393089735382
CNN,15,5.6846153846153845e-05,3018806.104178685,1433.0674388160842,0.068691177534695
CNN,15,5.938461538461538e-05,4628208.943896313,1792.5162795418908,0.08655223286169077
CNN,15,6.192307692307693e-05,821288.036792778,773.2008743559588,0.038872390406633005
CNN,15,6.446153846153846e-05,3587360.331517688,1589.8400175944594,0.07663351783353398
CNN,15,6.7e-05,12453521.353240857,3193.1388422192354,0.15694676805955216
CNN,15,6.953846153846154e-05,4344293.153775734,1564.2021332698625,0.07185454254210734
CNN,15,7.207692307692308e-05,2136775.237900163,1146.991880647028,0.05390569690131161
CNN,15,7.461538461538462e-05,1502735.0084882893,1069.199160412933,0.05341284435140603
CNN,15,7.715384615384615e-05,1061050.8821549865,894.727445723193,0.046422485235433554
CNN,15,7.969230769230769e-05,1036857.2366161597,823.62417161365,0.0394829212556699
CNN,15,8.223076923076923e-05,1518328.3507518426,983.8538283116786,0.0465227886594425
CNN,15,8.476923076923077e-05,839950.2382434494,740.5448612044504,0.03595918920654551
CNN,15,8.73076923076923e-05,3302359.8647369104,1337.8597518574522,0.06085616014435149
CNN,15,8.984615384615384e-05,2050871.9486808002,1135.7212631608422,0.05374247671964439
CNN,15,9.238461538461538e-05,1121962.1867990254,836.8800368223566,0.04063401988054055
CNN,15,9.492307692307692e-05,2704440.2556082522,1255.6649480566757,0.058072455791700735
CNN,15,9.746153846153845e-05,6638883.443869888,2087.0197470971475,0.0979492712586928
CNN,15,0.0001,3333966.7267861497,1549.3980489751343,0.07447030707042004
GRU,15,1e-06,37338635.35005974,6002.51272098081,0.3238013740829242
GRU,15,3.538461538461538e-06,2080665.6606555926,1155.6846029812575,0.06723815562987878
GRU,15,6.076923076923077e-06,1447748.6235866023,974.7030444948476,0.05642897011506889
GRU,15,8.615384615384615e-06,1339030.4190268111,940.0098741319445,0.05438059527456049
GRU,15,1.1153846153846154e-05,2001542.4349992357,1138.7878502557496,0.06614079334645999
GRU,15,1.3692307692307692e-05,1587716.2151827796,1039.2317790005227,0.059859584433950425
GRU,15,1.623076923076923e-05,1451604.502337033,979.0630612025836,0.056639888107668436
GRU,15,1.876923076923077e-05,1127141.4938111072,868.297930900911,0.050065531811930825
GRU,15,2.1307692307692308e-05,1623734.702853851,1043.6615061697282,0.06024654738201037
GRU,15,2.3846153846153846e-05,1238512.8245882515,920.6991545792264,0.05293096639379025
GRU,15,2.6384615384615384e-05,1030462.1073377101,846.6666304976852,0.04847273815756988
GRU,15,2.8923076923076925e-05,1356120.0293465252,980.725599938396,0.05602259164516216
GRU,15,3.146153846153846e-05,1069115.8425636292,852.3579784106183,0.04899383995473476
GRU,15,3.4e-05,768532.7058384347,732.0007782164726,0.041817914541448294
GRU,15,3.653846153846154e-05,975056.3172178235,827.9715536794355,0.04730988130672634
GRU,15,3.9076923076923075e-05,903807.6957257224,794.6047022009409,0.04543136865408437
GRU,15,4.161538461538461e-05,939317.3277236592,796.1749096942204,0.045800737617521056
GRU,15,4.415384615384615e-05,819643.12410397,766.7085608478943,0.043616527209670804
GRU,15,4.669230769230769e-05,1064902.2871972634,871.0278209472073,0.04968553763725464
GRU,15,4.9230769230769225e-05,741276.4870498594,742.2392881477748,0.041914184913209064
GRU,15,5.176923076923076e-05,897902.914336707,830.4957238929958,0.046676707933978163
GRU,15,5.430769230769231e-05,374324.49932456156,543.3019211562873,0.02985959804309383
GRU,15,5.6846153846153845e-05,493988.5217589284,596.442886844758,0.03365012016348703
GRU,15,5.938461538461538e-05,858828.6878797789,797.2383220859468,0.04509188631669996
GRU,15,6.192307692307693e-05,443899.7235562269,576.2068387376792,0.03216881725960842
GRU,15,6.446153846153846e-05,574093.2096275184,657.6200331821236,0.03693059884103534
GRU,15,6.7e-05,377400.07046085846,532.8322470971475,0.02963727582714091
GRU,15,6.953846153846154e-05,891625.3305019438,828.8733117252838,0.04655158035355601
GRU,15,7.207692307692308e-05,412011.48251603014,556.7507945508513,0.03100070137477531
GRU,15,7.461538461538462e-05,891703.9591664049,840.2838623338561,0.046879493663273306
GRU,15,7.715384615384615e-05,1272275.4281307023,986.5978090931153,0.055612493452856376
GRU,15,7.969230769230769e-05,986573.3099417373,887.5268782202061,0.04947349004256355
GRU,15,8.223076923076923e-05,896940.0368690308,844.2790786943698,0.047114021677786444
GRU,15,8.476923076923077e-05,340843.5239114978,523.6686886294057,0.02851688480492644
GRU,15,8.73076923076923e-05,471684.895418616,616.6602694239098,0.03387904768127666
GRU,15,8.984615384615384e-05,379190.30888018955,564.8977502893518,0.030463108898132946
GRU,15,9.238461538461538e-05,410107.4510996282,596.5928574428764,0.03155879410753041
GRU,15,9.492307692307692e-05,714988.5184669904,772.5798529439218,0.042319735224697966
GRU,15,9.746153846153845e-05,650677.5989264394,722.288078937052,0.03999650370907488
