network_name,feature,lr,test_mse_loss,test_mae,test_mape
CNN,flair_nonprocessed_data_score,1e-06,3189988.727803175,1431.1679187553327,0.07297578777584192
CNN,flair_nonprocessed_data_score,3.538461538461538e-06,1061445.07796033,814.9082531196673,0.04089013591103338
CNN,flair_nonprocessed_data_score,6.076923076923077e-06,501246.8822476774,559.9081964590443,0.028099682101546064
CNN,flair_nonprocessed_data_score,8.615384615384615e-06,956890.8443239037,776.9713880519412,0.039030048323568926
CNN,flair_nonprocessed_data_score,1.1153846153846154e-05,1013850.8154436314,803.6394967870094,0.0402825265681443
CNN,flair_nonprocessed_data_score,1.3692307692307692e-05,1291097.7669963706,907.7606805274104,0.04556035284417781
CNN,flair_nonprocessed_data_score,1.623076923076923e-05,1554264.672885706,999.0743504026237,0.05027349910082001
CNN,flair_nonprocessed_data_score,1.876923076923077e-05,1077892.855292864,824.2205898037543,0.04134056664330932
CNN,flair_nonprocessed_data_score,2.1307692307692308e-05,1127014.4700294794,861.0344713230588,0.043284559492780685
CNN,flair_nonprocessed_data_score,2.3846153846153846e-05,755962.4276863462,680.2469769891212,0.03361900272117713
CNN,flair_nonprocessed_data_score,2.6384615384615384e-05,623320.471179181,625.1054437526664,0.031066916595355556
CNN,flair_nonprocessed_data_score,2.8923076923076925e-05,787780.3217917433,698.1358605082124,0.03496631296523791
CNN,flair_nonprocessed_data_score,3.146153846153846e-05,731460.1022536177,684.96064753093,0.0342412727824903
CNN,flair_nonprocessed_data_score,3.4e-05,456362.384206557,535.4737877959684,0.027558677144223068
CNN,flair_nonprocessed_data_score,3.653846153846154e-05,358326.01599530556,499.02676214537115,0.025088041459766765
CNN,flair_nonprocessed_data_score,3.9076923076923075e-05,397601.94125871366,500.8925947898891,0.02508988058906134
CNN,flair_nonprocessed_data_score,4.161538461538461e-05,334664.4406466956,460.14036502773035,0.023289321031603298
CNN,flair_nonprocessed_data_score,4.415384615384615e-05,626110.837466152,638.2789502453072,0.032497769094225575
CNN,flair_nonprocessed_data_score,4.669230769230769e-05,3048019.0010436126,1492.7353932247227,0.0692952839567671
CNN,flair_nonprocessed_data_score,4.9230769230769225e-05,1707631.7288636412,1097.2341383585751,0.058446693106667384
CNN,flair_nonprocessed_data_score,5.176923076923076e-05,419105.73493812355,497.8745533809727,0.0257098268521255
CNN,flair_nonprocessed_data_score,5.430769230769231e-05,319353.2569608005,461.136755412756,0.02279062430458966
CNN,flair_nonprocessed_data_score,5.6846153846153845e-05,664575.9621542777,626.1851502506399,0.033521754017957504
CNN,flair_nonprocessed_data_score,5.938461538461538e-05,1162740.4307288213,840.6577965017065,0.045753817194094486
CNN,flair_nonprocessed_data_score,6.192307692307693e-05,692549.2090746518,666.7834664302475,0.03501690209882156
CNN,flair_nonprocessed_data_score,6.446153846153846e-05,934345.0376558987,760.7679814153157,0.041109674521371264
CNN,flair_nonprocessed_data_score,6.7e-05,337567.0116955298,469.38376239867745,0.02458888292285306
CNN,flair_nonprocessed_data_score,6.953846153846154e-05,1459531.1385187209,929.57060246907,0.05086749539608681
CNN,flair_nonprocessed_data_score,7.207692307692308e-05,707275.3867371465,635.8090137052047,0.034385476468143036
CNN,flair_nonprocessed_data_score,7.461538461538462e-05,665680.5604425892,683.3279183553755,0.03556293231723203
CNN,flair_nonprocessed_data_score,7.715384615384615e-05,1056582.0102471882,860.3610448218857,0.04357856392757655
CNN,flair_nonprocessed_data_score,7.969230769230769e-05,1691191.862307617,977.9381632625854,0.053823844695942896
CNN,flair_nonprocessed_data_score,8.223076923076923e-05,604860.2892140073,650.2741207604522,0.0325207797958475
CNN,flair_nonprocessed_data_score,8.476923076923077e-05,492015.50708760985,560.755932700512,0.029062582764137927
CNN,flair_nonprocessed_data_score,8.73076923076923e-05,1429032.527351783,904.3152397077645,0.049458923920101615
CNN,flair_nonprocessed_data_score,8.984615384615384e-05,2944994.709491196,1440.3622380279437,0.06679180637081455
CNN,flair_nonprocessed_data_score,9.238461538461538e-05,584067.6501314599,605.5672728242321,0.032250792604659816
CNN,flair_nonprocessed_data_score,9.492307692307692e-05,840499.3244838519,752.3039575778583,0.040183860457577
CNN,flair_nonprocessed_data_score,9.746153846153845e-05,691431.9175448695,613.3748666808874,0.033368357876224455
CNN,flair_nonprocessed_data_score,0.0001,1736392.9469309277,1081.0828244987201,0.057878846341230826
GRU,flair_nonprocessed_data_score,1e-06,51425288.82423208,7048.645207844496,0.3582925284885302
GRU,flair_nonprocessed_data_score,3.538461538461538e-06,1890876.9716539546,1107.5706991254267,0.06027691550881132
GRU,flair_nonprocessed_data_score,6.076923076923077e-06,2002297.5580941092,1134.742130839377,0.061809968851797646
GRU,flair_nonprocessed_data_score,8.615384615384615e-06,492321.6186001162,568.7960050927901,0.030388490751846284
GRU,flair_nonprocessed_data_score,1.1153846153846154e-05,1774079.754139363,1073.475642598123,0.05830158430615068
GRU,flair_nonprocessed_data_score,1.3692307692307692e-05,680398.8803931747,658.3178460964164,0.03555511442530497
GRU,flair_nonprocessed_data_score,1.623076923076923e-05,1071293.9356810143,816.1513505226109,0.044461661078302635
GRU,flair_nonprocessed_data_score,1.876923076923077e-05,1063591.3222405887,805.9449725362628,0.043911618799221834
GRU,flair_nonprocessed_data_score,2.1307692307692308e-05,1119561.4070771318,857.8358141798208,0.046465958376871896
GRU,flair_nonprocessed_data_score,2.3846153846153846e-05,1554321.7072443133,1007.1107981815273,0.05472357623176685
GRU,flair_nonprocessed_data_score,2.6384615384615384e-05,597956.2169569556,618.4884712297355,0.033351151643014436
GRU,flair_nonprocessed_data_score,2.8923076923076925e-05,472991.6696602688,557.5048228188994,0.029829380782611763
GRU,flair_nonprocessed_data_score,3.146153846153846e-05,1007705.0517616858,795.2712810633533,0.04311430698938645
GRU,flair_nonprocessed_data_score,3.4e-05,724030.3808638472,690.5833377773038,0.03717183075163735
GRU,flair_nonprocessed_data_score,3.653846153846154e-05,1013577.7194502313,819.4568712670648,0.04410526861693608
GRU,flair_nonprocessed_data_score,3.9076923076923075e-05,584493.9909960777,610.4519951205205,0.03260489359110188
GRU,flair_nonprocessed_data_score,4.161538461538461e-05,1406923.4029748156,945.661169475256,0.0512793978698599
GRU,flair_nonprocessed_data_score,4.415384615384615e-05,823003.4305691052,730.5120520477816,0.0394667102882398
