network_name,feature,lr,test_mse_loss,test_mae,test_mape
CNN,flair_nonprocessed_data_score,1e-06,12209162.769615801,2977.986813587888,0.15890859577046845
CNN,flair_nonprocessed_data_score,3.538461538461538e-06,798149.8295849116,706.8751782614087,0.03700938515706474
CNN,flair_nonprocessed_data_score,6.076923076923077e-06,789245.4299186057,710.1986408096027,0.03755328874876467
CNN,flair_nonprocessed_data_score,8.615384615384615e-06,766737.3972650613,691.2853910548002,0.036751854228068134
CNN,flair_nonprocessed_data_score,1.1153846153846154e-05,711784.3929247835,665.5155961117875,0.03443317034807255
CNN,flair_nonprocessed_data_score,1.3692307692307692e-05,733144.3488089602,677.5856820859262,0.03610127574856921
CNN,flair_nonprocessed_data_score,1.623076923076923e-05,983517.1076839827,793.2611721638822,0.04231768245385452
CNN,flair_nonprocessed_data_score,1.876923076923077e-05,632445.1431840729,625.0138987531566,0.032213653973337336
CNN,flair_nonprocessed_data_score,2.1307692307692308e-05,801594.8788104256,709.0051938892271,0.0369501764245041
CNN,flair_nonprocessed_data_score,2.3846153846153846e-05,537019.6047810697,581.6171628393308,0.030053749767872593
CNN,flair_nonprocessed_data_score,2.6384615384615384e-05,537106.020940431,575.532439172698,0.029941900365167494
CNN,flair_nonprocessed_data_score,2.8923076923076925e-05,823032.3968592172,741.2912726244025,0.03838650342399553
CNN,flair_nonprocessed_data_score,3.146153846153846e-05,1226417.5411142677,916.1057854634515,0.04703067848794861
CNN,flair_nonprocessed_data_score,3.4e-05,727525.5259289321,673.9201341329027,0.03436755348523759
CNN,flair_nonprocessed_data_score,3.653846153846154e-05,803486.9312037788,720.4488641648065,0.03711528569449164
CNN,flair_nonprocessed_data_score,3.9076923076923075e-05,1117535.2026064214,865.2389442697059,0.04521462809654627
CNN,flair_nonprocessed_data_score,4.161538461538461e-05,1173930.7746212122,856.7210941727543,0.0451187737686573
CNN,flair_nonprocessed_data_score,4.415384615384615e-05,843141.8200644841,738.425598761048,0.03835326677704335
CNN,flair_nonprocessed_data_score,4.669230769230769e-05,1025171.5313683712,809.6422032828283,0.04368479679100764
CNN,flair_nonprocessed_data_score,4.9230769230769225e-05,679833.8280404492,660.4211649488749,0.03408456815696963
CNN,flair_nonprocessed_data_score,5.176923076923076e-05,1046492.3828350469,829.987227006392,0.043530962787418054
CNN,flair_nonprocessed_data_score,5.430769230769231e-05,1046457.822031701,815.6077579646916,0.043048756283104506
CNN,flair_nonprocessed_data_score,5.6846153846153845e-05,1312671.523336039,931.4599709779153,0.050312167399093874
CNN,flair_nonprocessed_data_score,5.938461538461538e-05,3148343.863546176,1446.3959555797935,0.08038044835724377
CNN,flair_nonprocessed_data_score,6.192307692307693e-05,1336898.4115372475,959.3385962724342,0.04956059619612336
CNN,flair_nonprocessed_data_score,6.446153846153846e-05,1332778.5025027057,937.6004585827584,0.045325719912685615
CNN,flair_nonprocessed_data_score,6.7e-05,2763360.8642564034,1401.9259965024125,0.06858693745153893
CNN,flair_nonprocessed_data_score,6.953846153846154e-05,1718383.145627593,1151.4448807621416,0.05820057022084266
CNN,flair_nonprocessed_data_score,7.207692307692308e-05,4241530.945819805,1661.8166750512942,0.09251630548011473
CNN,flair_nonprocessed_data_score,7.461538461538462e-05,1882250.172263934,1195.2273611533865,0.06162587722728478
CNN,flair_nonprocessed_data_score,7.715384615384615e-05,3307959.322967397,1462.0506741522368,0.08131598803506355
CNN,flair_nonprocessed_data_score,7.969230769230769e-05,2673492.168459145,1293.138413642564,0.0722924822411926
CNN,flair_nonprocessed_data_score,8.223076923076923e-05,1798581.3127141956,1114.6574678847628,0.06036766893855292
CNN,flair_nonprocessed_data_score,8.476923076923077e-05,1375561.156965864,924.3685859360908,0.05102622685456732
CNN,flair_nonprocessed_data_score,8.73076923076923e-05,1989570.309411075,1176.9843660164704,0.062347934528927264
CNN,flair_nonprocessed_data_score,8.984615384615384e-05,2780747.588924964,1303.5866198959461,0.0733102057942204
CNN,flair_nonprocessed_data_score,9.238461538461538e-05,4668374.410195707,1868.7065200695572,0.09156468051551568
CNN,flair_nonprocessed_data_score,9.492307692307692e-05,2480135.475333694,1375.932921922912,0.06934229864283299
CNN,flair_nonprocessed_data_score,9.746153846153845e-05,3419703.3147603264,1403.3206267473845,0.07938207808981447
CNN,flair_nonprocessed_data_score,0.0001,2471344.575368642,1239.443733160286,0.06909294254959576
GRU,flair_nonprocessed_data_score,1e-06,122129165.74314575,10857.13570273043,0.5662743794969666
GRU,flair_nonprocessed_data_score,3.538461538461538e-06,3812861.826975108,1665.4889470880682,0.09171229225151982
GRU,flair_nonprocessed_data_score,6.076923076923077e-06,1151222.0365302016,851.15598014182,0.04786177448730803
GRU,flair_nonprocessed_data_score,8.615384615384615e-06,1313830.0014828108,883.1658740022998,0.049804816340347606
GRU,flair_nonprocessed_data_score,1.1153846153846154e-05,1442534.2206228017,934.6241835557021,0.05288858367529971
GRU,flair_nonprocessed_data_score,1.3692307692307692e-05,1645538.6774067404,1004.4148526982999,0.05681070510948461
GRU,flair_nonprocessed_data_score,1.623076923076923e-05,1289742.8136865306,878.3180026760349,0.04945685219995323
GRU,flair_nonprocessed_data_score,1.876923076923077e-05,1242939.4041658211,857.6903449604865,0.0483037427384917
GRU,flair_nonprocessed_data_score,2.1307692307692308e-05,929746.7103805211,754.4050086876015,0.042162878641255286
GRU,flair_nonprocessed_data_score,2.3846153846153846e-05,1398990.032416802,933.0932768674468,0.05254805767737345
GRU,flair_nonprocessed_data_score,2.6384615384615384e-05,1467042.7188063671,940.4410634666982,0.052985156883927756
GRU,flair_nonprocessed_data_score,2.8923076923076925e-05,1226826.4811049954,858.1710888530957,0.04842883471750976
GRU,flair_nonprocessed_data_score,3.146153846153846e-05,813765.3949624595,698.6854892747227,0.03897475294397894
GRU,flair_nonprocessed_data_score,3.4e-05,1019176.6641329591,784.1355419076366,0.043942189334608174
GRU,flair_nonprocessed_data_score,3.653846153846154e-05,858156.7238329162,717.5420672263934,0.0401068962774472
GRU,flair_nonprocessed_data_score,3.9076923076923075e-05,1664705.7187049063,1009.5461362368101,0.05694488387334484
GRU,flair_nonprocessed_data_score,4.161538461538461e-05,1024843.2287879492,787.2231221605001,0.044253906088277783
GRU,flair_nonprocessed_data_score,4.415384615384615e-05,852586.2722516741,718.5282001798115,0.040217652631833516
GRU,flair_nonprocessed_data_score,4.669230769230769e-05,1155583.2675414863,835.4765713073818,0.04691544008101263
GRU,flair_nonprocessed_data_score,4.9230769230769225e-05,978074.9590477882,769.7108140205064,0.04309511865444836
GRU,flair_nonprocessed_data_score,5.176923076923076e-05,1391528.2583217428,918.7656831287202,0.05168055403005993
GRU,flair_nonprocessed_data_score,5.430769230769231e-05,760199.3161328689,675.3763743038645,0.03760493496748045
GRU,flair_nonprocessed_data_score,5.6846153846153845e-05,719513.7212040889,649.7931753711783,0.03629530488256725
GRU,flair_nonprocessed_data_score,5.938461538461538e-05,852440.4055524553,726.1342544445572,0.04037030681250093
GRU,flair_nonprocessed_data_score,6.192307692307693e-05,540933.8836102727,572.1437019469246,0.031663406029656734
GRU,flair_nonprocessed_data_score,6.446153846153846e-05,645209.1636718046,627.8055027112645,0.03486014690877087
GRU,flair_nonprocessed_data_score,6.7e-05,637135.2139542045,611.8093915226484,0.03398792189344344
GRU,flair_nonprocessed_data_score,6.953846153846154e-05,958440.3506162349,755.6124406734758,0.04228583815397391
GRU,flair_nonprocessed_data_score,7.207692307692308e-05,619147.1908464528,617.6773681640625,0.03418457052622711
GRU,flair_nonprocessed_data_score,7.461538461538462e-05,893131.8247168955,732.6768633249346,0.04081494647278457
GRU,flair_nonprocessed_data_score,7.715384615384615e-05,781444.0073115361,681.8968866962031,0.03808792459144839
GRU,flair_nonprocessed_data_score,7.969230769230769e-05,583617.66988964,597.8035953846501,0.033065766342216765
GRU,flair_nonprocessed_data_score,8.223076923076923e-05,887916.2176402699,725.2979623593637,0.04062286041801981
GRU,flair_nonprocessed_data_score,8.476923076923077e-05,809769.5827418296,689.5454238957657,0.038530814305853645
GRU,flair_nonprocessed_data_score,8.73076923076923e-05,694152.98793283,641.7243537847786,0.035674465562332516
GRU,flair_nonprocessed_data_score,8.984615384615384e-05,739813.5605285557,668.5599846117424,0.03698977425527822
GRU,flair_nonprocessed_data_score,9.238461538461538e-05,618452.9966718665,611.1909509083581,0.03383637088200435
GRU,flair_nonprocessed_data_score,9.492307692307692e-05,775037.670501753,682.3395471173792,0.03799725685290143
GRU,flair_nonprocessed_data_score,9.746153846153845e-05,747754.2671377559,684.9401260089737,0.0380034938012485
GRU,flair_nonprocessed_data_score,0.0001,954735.4088901008,759.4003346100515,0.04249457856586464
