network_name,feature,lr,test_mse_loss,test_mae,test_mape
CNN,flair_processed_data_score,1e-06,18884427.138837565,3948.1127063584513,0.21170785172260664
CNN,flair_processed_data_score,3.538461538461538e-06,1519722.6873305452,979.2985664112709,0.05217763854958031
CNN,flair_processed_data_score,6.076923076923077e-06,758316.557416607,696.6621037265022,0.037249321552310116
CNN,flair_processed_data_score,8.615384615384615e-06,2326913.927094212,1213.0045972495582,0.06485343006095948
CNN,flair_processed_data_score,1.1153846153846154e-05,2031685.4155530757,1143.105454942561,0.060724323807861226
CNN,flair_processed_data_score,1.3692307692307692e-05,936105.8979126604,772.421002620903,0.040193485044173964
CNN,flair_processed_data_score,1.623076923076923e-05,1107018.7049667242,836.9067225909785,0.04361046783435745
CNN,flair_processed_data_score,1.876923076923077e-05,1228821.7219631814,871.5669748654402,0.04603911183174738
CNN,flair_processed_data_score,2.1307692307692308e-05,1334623.761408475,931.0059064458146,0.049513029268581255
CNN,flair_processed_data_score,2.3846153846153846e-05,1253266.5655889437,907.6508061033901,0.048378129280980314
CNN,flair_processed_data_score,2.6384615384615384e-05,1500635.7474882228,970.814114215135,0.0515202848443637
CNN,flair_processed_data_score,2.8923076923076925e-05,1226819.2254280935,880.0797486292979,0.0452562278309588
CNN,flair_processed_data_score,3.146153846153846e-05,2196587.585908316,1180.0576523337081,0.061344734739912025
CNN,flair_processed_data_score,3.4e-05,1262002.4240393946,881.5987702592786,0.0447879738801645
CNN,flair_processed_data_score,3.653846153846154e-05,2762703.256827229,1352.9735957834591,0.07136718182603692
CNN,flair_processed_data_score,3.9076923076923075e-05,1640948.750087238,1023.431274727868,0.05364160586518396
CNN,flair_processed_data_score,4.161538461538461e-05,2474828.1455658665,1250.7051402584752,0.06546196084188843
CNN,flair_processed_data_score,4.415384615384615e-05,1837732.7719180542,1082.0357637773136,0.05638139879607516
CNN,flair_processed_data_score,4.669230769230769e-05,2168936.379141604,1182.1329756788239,0.061813170403052974
CNN,flair_processed_data_score,4.9230769230769225e-05,2937130.532718688,1390.6200249287035,0.07215950319619495
CNN,flair_processed_data_score,5.176923076923076e-05,2264294.396175904,1208.0862939829692,0.06264445769772949
CNN,flair_processed_data_score,5.430769230769231e-05,1901273.5194753925,1118.9775673049887,0.05835365155259276
CNN,flair_processed_data_score,5.6846153846153845e-05,1510081.7655851466,1002.533379483652,0.05223930647891795
CNN,flair_processed_data_score,5.938461538461538e-05,1433422.7138364345,965.1440090777635,0.05066311821610257
CNN,flair_processed_data_score,6.192307692307693e-05,1621575.998646577,1015.446718348329,0.052442024937761435
CNN,flair_processed_data_score,6.446153846153846e-05,1572002.0184658805,1014.6526412375482,0.051086566360382446
CNN,flair_processed_data_score,6.7e-05,2280817.2301875805,1236.246080570172,0.0596238094068355
CNN,flair_processed_data_score,6.953846153846154e-05,1550573.2958586626,992.9524314899984,0.052474838036596104
CNN,flair_processed_data_score,7.207692307692308e-05,5147456.085163656,1877.9144811164444,0.08877498541053643
