,network_name,feature,lr,test_mse_loss,test_mae,test_mape,processed,sentiment_past,price_past,forecast
0,CNN,bert_nonprocessed_data_sentiment_score,2.1307692307692308e-05,553706.7257169914,586.2836480739313,0.0302135101633756,False,15,15,7
1,CNN,flair_nonprocessed_data_score,2.6384615384615384e-05,537106.020940431,575.532439172698,0.0299419003651674,False,15,15,7
2,CNN,roberta_nonprocessed_data_sentiment_score,2.384615384615385e-05,653169.6153837482,642.0216587611607,0.0328566494900437,False,15,15,7
3,CNN,textblob_nonprocessed_data_polarity_score,3.653846153846154e-05,550668.785421176,587.0944630456349,0.029823153798467,False,15,15,7
4,CNN,textblob_nonprocessed_data_subjectivity_score,1.876923076923077e-05,659047.1212487599,639.2895123810652,0.0334721670538445,False,15,15,7
5,CNN,vader_nonprocessed_data_score,1.876923076923077e-05,749116.9726957071,681.0352726835881,0.03570706609228,False,15,15,7
6,GRU,bert_nonprocessed_data_sentiment_score,0.0001,415621.744428098,515.2519839508365,0.0280237694866928,False,15,15,7
7,GRU,flair_nonprocessed_data_score,6.192307692307693e-05,540933.8836102727,572.1437019469246,0.0316634060296567,False,15,15,7
8,GRU,roberta_nonprocessed_data_sentiment_score,9.492307692307692e-05,474678.0463366928,552.0357933760033,0.0299290631199591,False,15,15,7
9,GRU,textblob_nonprocessed_data_polarity_score,8.984615384615384e-05,324971.7996324151,447.8033362714759,0.0243257183943099,False,15,15,7
10,GRU,textblob_nonprocessed_data_subjectivity_score,0.0001,351402.2789826276,475.7047770886882,0.0256915688558386,False,15,15,7
11,GRU,vader_nonprocessed_data_score,9.238461538461538e-05,367104.4900053831,483.0821387000586,0.0259632252201755,False,15,15,7
12,LSTM,bert_nonprocessed_data_sentiment_score,0.0002638461538461,502999.46147017047,608.93515177585,0.0312599672937247,False,15,15,7
13,LSTM,flair_nonprocessed_data_score,0.0002638461538461,694023.0946420117,669.3944296128134,0.0358786363585369,False,15,15,7
14,LSTM,roberta_nonprocessed_data_sentiment_score,0.0003146153846153,516564.0812583142,562.4627361435223,0.0302820305261373,False,15,15,7
15,LSTM,textblob_nonprocessed_data_polarity_score,0.0002130769230769,396849.2365247058,487.8562663465007,0.0260755236261936,False,15,15,7
16,LSTM,textblob_nonprocessed_data_subjectivity_score,0.0002892307692307,427998.5355790043,518.6100873410444,0.0263806593027852,False,15,15,7
17,LSTM,vader_nonprocessed_data_score,0.0002638461538461,494394.22964578826,559.1260204232616,0.0296586709389997,False,15,15,7
18,LSTM_GRU,bert_nonprocessed_data_sentiment_score,6.7e-05,1138042.679648043,824.4262564963249,0.0461326120491845,False,15,15,7
19,LSTM_GRU,flair_nonprocessed_data_score,0.0001,1441823.6472322978,922.1547907929744,0.0517015375242626,False,15,15,7
20,LSTM_GRU,roberta_nonprocessed_data_sentiment_score,9.238461538461538e-05,814490.2998628162,696.0328034460115,0.0388370358503072,False,15,15,7
