,network_name,feature,lr,test_mse_loss,test_mae,test_mape,processed,sentiment_past,price_past,forecast
35,RNN_GRU,vader_nonprocessed_data_score,0.0001,977178.2550178004,783.2017197178765,0.0381214899272077,False,5,5,1
36,CNN,bert_processed_data_sentiment_score,9.238461538461538e-05,842802.5008439013,740.7025337905687,0.0387894200548053,True,5,5,1
37,CNN,flair_processed_data_score,7.715384615384615e-05,746436.3132849451,688.2468067159383,0.0357145537891763,True,5,5,1
38,CNN,roberta_processed_data_sentiment_score,8.984615384615384e-05,905504.4975767944,755.4939140574791,0.0395021846629846,True,5,5,1
39,CNN,textblob_processed_data_polarity_score,1.1153846153846154e-05,486274.1448771813,546.9958113251124,0.0283973352382962,True,5,5,1
40,CNN,textblob_processed_data_subjectivity_score,1.876923076923077e-05,820728.9560492401,727.182644174767,0.0387371770929393,True,5,5,1
41,CNN,vader_processed_data_score,1.623076923076923e-05,798138.4547447067,701.8385577753454,0.0372025466767668,True,5,5,1
42,GRU,bert_processed_data_sentiment_score,7.715384615384615e-05,439873.0490097791,548.0124825524181,0.0298734808694254,True,5,5,1
43,GRU,flair_processed_data_score,9.238461538461538e-05,435730.7466952072,566.2270306977024,0.0307738474105002,True,5,5,1
44,GRU,roberta_processed_data_sentiment_score,6.953846153846154e-05,556526.4731814426,620.7312181173683,0.0345410078530233,True,5,5,1
45,GRU,textblob_processed_data_polarity_score,8.984615384615384e-05,552247.0193729572,630.4622328888174,0.0345424699730908,True,5,5,1
46,GRU,textblob_processed_data_subjectivity_score,7.969230769230769e-05,505022.2404505526,597.0486963267191,0.0324818744509095,True,5,5,1
47,GRU,vader_processed_data_score,3.146153846153846e-05,643317.5659852604,674.4313130121304,0.0373732290290694,True,5,5,1
48,LSTM,bert_processed_data_sentiment_score,0.0009492307692307,352273.5133141368,488.0350093890585,0.0248452276150051,True,5,5,1
49,LSTM,flair_processed_data_score,0.0008730769230769,341598.949796152,489.0399700253053,0.0251749634705627,True,5,5,1
50,LSTM,roberta_processed_data_sentiment_score,0.0007461538461538,404320.6866439388,512.6901598148297,0.0273181348515358,True,5,5,1
51,LSTM,textblob_processed_data_polarity_score,0.0002384615384615,284215.4886841468,434.86026997308807,0.0240433914324667,True,5,5,1
52,LSTM,textblob_processed_data_subjectivity_score,0.0001623076923076,531362.0315520868,606.3524329962645,0.0326453651668016,True,5,5,1
53,LSTM,vader_processed_data_score,8.615384615384615e-05,400755.8120785225,529.8253107928984,0.0292522983897977,True,5,5,1
54,LSTM_GRU,bert_processed_data_sentiment_score,2.1307692307692308e-05,1043036.8245028224,827.6472324871465,0.0469035955405121,True,5,5,1
55,LSTM_GRU,flair_processed_data_score,3.4e-05,1059619.2013403836,810.2662463347526,0.0463609909497545,True,5,5,1
56,LSTM_GRU,roberta_processed_data_sentiment_score,1.1153846153846154e-05,1066404.3141574615,834.8717715697301,0.0476762346708177,True,5,5,1
57,LSTM_GRU,textblob_processed_data_polarity_score,1.1153846153846154e-05,1211781.8502106457,875.8992797537757,0.0503515821881143,True,5,5,1
58,LSTM_GRU,textblob_processed_data_subjectivity_score,1.3692307692307692e-05,1315409.0379325382,913.3252028438304,0.0522652956014283,True,5,5,1
59,LSTM_GRU,vader_processed_data_score,1.623076923076923e-05,958043.0213490071,795.0694514178984,0.045092289695746,True,5,5,1
60,RNN,bert_processed_data_sentiment_score,5.176923076923076e-05,1110616.6029442933,914.8812215064668,0.0476437640848634,True,5,5,1
61,RNN,flair_processed_data_score,1.623076923076923e-05,903159.167963533,793.8226773377249,0.0432810926179049,True,5,5,1
62,RNN,roberta_processed_data_sentiment_score,6.076923076923077e-06,1154745.255417694,888.6954505743895,0.0492740909576896,True,5,5,1
63,RNN,textblob_processed_data_polarity_score,2.384615384615385e-05,1467496.1450954722,1029.6321723369217,0.0564366117554326,True,5,5,1
64,RNN,textblob_processed_data_subjectivity_score,1.876923076923077e-05,1272457.6878904917,943.244076608692,0.0519751020122719,True,5,5,1
65,RNN,vader_processed_data_score,2.1307692307692308e-05,1241106.51109514,964.5889060993734,0.0518091335079565,True,5,5,1
66,RNN_GRU,bert_processed_data_sentiment_score,7.969230769230769e-05,1387871.682081208,941.1648601934046,0.0454447429230949,True,5,5,1
67,RNN_GRU,flair_processed_data_score,9.492307692307692e-05,938402.3798161192,779.5449814980318,0.0377023677255001,True,5,5,1
68,RNN_GRU,roberta_processed_data_sentiment_score,8.73076923076923e-05,1204640.5910094588,857.0547107216019,0.0417160268404322,True,5,5,1
69,RNN_GRU,textblob_processed_data_polarity_score,0.0001,933078.7441777252,749.1979503484496,0.0366095130363125,True,5,5,1
70,RNN_GRU,textblob_processed_data_subjectivity_score,9.492307692307692e-05,902080.0058282298,709.5784262532134,0.0344164687429391,True,5,5,1
71,RNN_GRU,vader_processed_data_score,0.0001,1612182.1351977938,1000.5467645404884,0.0482655181308952,True,5,5,1
